fen,move
r1bqk1nr/p2pppbp/1pn3p1/2p5/4PP2/2NPBN2/PPP3PP/R2QKB1R b KQkq - 1 6,Nf6
r1bqk2r/p2pppbp/1pn2np1/2p5/4PP2/2NPBN2/PPP1B1PP/R2QK2R b KQkq - 3 7,O-O
r1bq1rk1/p2pppbp/1pn2np1/2p5/4PP2/2NPBN1P/PPP1B1P1/R2QK2R b KQ - 0 8,d5
r1bq1rk1/p3ppbp/1pn2np1/2ppP3/5P2/2NPBN1P/PPP1B1P1/R2QK2R b KQ - 0 9,d4
r1bq1rk1/p3ppbp/1pn2Pp1/2p5/3p1P2/2NPBN1P/PPP1B1P1/R2QK2R b KQ - 0 10,Bxf6
r1bq1rk1/p3pp1p/1pn2bp1/2p5/3p1P2/2NP1N1P/PPPBB1P1/R2QK2R b KQ - 1 11,dxc3
r1bq1rk1/p3pp1p/1pn2bp1/2p5/5P2/2BP1N1P/PPP1B1P1/R2QK2R b KQ - 0 12,Bxc3+
r1bq1rk1/p3pp1p/1pn3p1/2p5/5P2/2PP1N1P/P1P1B1P1/R2QK2R b KQ - 0 13,Bf5
r2q1rk1/p3pp1p/1pn3p1/2p2b2/5P2/2PP1N1P/P1P1B1P1/R2Q1RK1 b - - 2 14,a6
r2q1rk1/4pp1p/ppn3p1/2p2b2/5P2/2PP1N1P/P1P1B1P1/1R1Q1RK1 b - - 1 15,b5
r2q1rk1/4pp1p/p1n3p1/1pp2b2/5P2/2PP1N1P/P1P1B1P1/1R2QRK1 b - - 1 16,Rb8
1r1q1rk1/4pp1p/p1n3p1/1pp2b2/5P2/2PP1N1P/P1P1BQP1/1R3RK1 b - - 3 17,c4
1r1q1rk1/4pp1p/p1n3p1/1p2Nb2/2p2P2/2PP3P/P1P1BQP1/1R3RK1 b - - 1 18,Nxe5
1r1q1rk1/4pp1p/p5p1/1p2Pb2/2p5/2PP3P/P1P1BQP1/1R3RK1 b - - 0 19,cxd3
1r1q1rk1/4pp1p/p5p1/1p2Pb2/8/2PP3P/P3BQP1/1R3RK1 b - - 0 20,e6
1r1q1rk1/5p1p/p3p1p1/1p2Pb2/8/2PP3P/P3BQP1/1R1R2K1 b - - 1 21,Qb6
1r3rk1/5p1p/pq2p1p1/1p2Pb2/2P5/3P3P/P3BQP1/1R1R2K1 b - - 0 22,Qxf2+
1r3rk1/5p1p/p3p1p1/1p2Pb2/2P5/3P3P/P3BKP1/1R1R4 b - - 0 23,bxc4
1R3rk1/5p1p/p3p1p1/4Pb2/2p5/3P3P/P3BKP1/3R4 b - - 0 24,Rxb8
1r4k1/5p1p/p3p1p1/4Pb2/2P5/7P/P3BKP1/3R4 b - - 0 25,Rb2
6k1/5p1p/p3p1p1/4Pb2/2P5/4K2P/Pr2B1P1/3R4 b - - 2 26,Rxa2
6k1/5p1p/p3p1p1/4Pb2/2P5/4K2P/r3B1P1/2R5 b - - 1 27,Ra4
6k1/5p1p/p3p1p1/2P1Pb2/r7/4K2P/4B1P1/2R5 b - - 0 28,f6
6k1/7p/p1P1ppp1/4Pb2/r7/4K2P/4B1P1/2R5 b - - 0 29,fxe5
6k1/2P4p/p3p1p1/4pb2/r7/4K2P/4B1P1/2R5 b - - 0 30,Ra3+
6k1/2P4p/p3p1p1/4pb2/8/r6P/4BKP1/2R5 b - - 2 31,Kg7
2Q5/6kp/p3p1p1/4pb2/8/r6P/4BKP1/2R5 b - - 0 32,Kh6
8/7p/p3p1pk/2Q1pb2/8/r6P/4BKP1/2R5 b - - 2 33,Ra2
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,cxd4
rnbqkbnr/pp1ppppp/8/8/3Q4/4P3/PPP2PPP/RNB1KBNR b KQkq - 0 3,d5
rnbqkbnr/pp2pppp/8/3p4/8/4P3/PPP2PPP/RNBQKBNR b KQkq - 1 4,e6
rnbqkbnr/pp3ppp/4p3/3p4/8/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 5,Nf6
rnbqkb1r/pp3ppp/4pn2/3p4/P7/2P1P3/1P3PPP/RNBQKBNR b KQkq - 0 6,Bd6
rnbqk2r/pp3ppp/3bpn2/3p4/PP6/2P1P3/5PPP/RNBQKBNR b KQkq - 0 7,a5
rnbqk2r/1p3ppp/3bpn2/p2p4/PP6/2P1P3/1B3PPP/RN1QKBNR b KQkq - 1 8,axb4
rnbqk2r/1p3ppp/3bpn2/3p4/PP6/4P3/1B3PPP/RN1QKBNR b KQkq - 0 9,Bxb4+
rnbqk2r/1p3ppp/4pn2/3p4/Pb6/4P3/1B1N1PPP/R2QKBNR b KQkq - 1 10,Qa5
rnb1k2r/1p3ppp/4pn2/q2p4/Pb6/4PN2/1B1N1PPP/R2QKB1R b KQkq - 3 11,O-O
rnb2rk1/1p3ppp/4pn2/q2p4/Pb6/B3PN2/3N1PPP/R2QKB1R b KQ - 5 12,Bxa3
rnb2rk1/1p3ppp/4pn2/q2p4/P7/R3PN2/3N1PPP/3QKB1R b K - 0 13,Nc6
r1b2rk1/1p3ppp/2n1pn2/qB1p4/P7/R3PN2/3N1PPP/3QK2R b K - 2 14,Bd7
r4rk1/1p1b1ppp/2n1pn2/qB1p4/P7/R3PN2/3N1PPP/3Q1RK1 b - - 4 15,Rfd8
r2r2k1/1p1b1ppp/2n1pn2/qB1p4/P7/RQ2PN2/3N1PPP/5RK1 b - - 6 16,Na7
r2r2k1/np1B1ppp/4pn2/q2p4/P7/RQ2PN2/3N1PPP/5RK1 b - - 0 17,Rxd7
r5k1/np1r1ppp/4pn2/q2p4/P7/RQ2PN2/3N1PPP/R5K1 b - - 1 18,Nc6
r5k1/1p1r1ppp/2n1pn2/q2p4/P2N4/RQ2P3/3N1PPP/R5K1 b - - 3 19,Nxd4
r5k1/1p1r1ppp/4pn2/q2p4/P2P4/RQ6/3N1PPP/R5K1 b - - 0 20,Ne4
r5k1/1p1r1ppp/4p3/q2p4/P2PN3/RQ6/5PPP/R5K1 b - - 0 21,dxe4
r5k1/1p1r1ppp/4p3/q7/P2Pp3/R7/2Q2PPP/R5K1 b - - 1 22,Rdd8
r2r2k1/1p3ppp/4p3/q7/P2PQ3/R7/5PPP/R5K1 b - - 0 23,Rac8
2rr2k1/1Q3ppp/4p3/q7/P2P4/R7/5PPP/R5K1 b - - 0 24,Rb8
1r1r2k1/5ppp/4p3/q7/P2P4/R4Q2/5PPP/R5K1 b - - 2 25,Qc7
1r1r2k1/2q2ppp/4p3/8/P2P4/R4QP1/5P1P/R5K1 b - - 0 26,Rb6
3r2k1/2q2ppp/1r2p3/P7/3P4/R4QP1/5P1P/R5K1 b - - 0 27,Ra6
3r2k1/2q2ppp/r3p3/P7/3P4/R2Q2P1/5P1P/R5K1 b - - 2 28,Rda8
r5k1/2q2ppp/r3p3/P2P4/8/R2Q2P1/5P1P/R5K1 b - - 0 29,Rxa5
r5k1/2q2ppp/4p3/R2P4/8/3Q2P1/5P1P/R5K1 b - - 0 30,Rxa5
6k1/2q2ppp/4p3/R2P4/8/3Q2P1/5P1P/6K1 b - - 0 31,Qxa5
6k1/5ppp/4P3/q7/8/3Q2P1/5P1P/6K1 b - - 0 32,Qa1+
6k1/5ppp/4P3/8/8/3Q2P1/5PKP/q7 b - - 2 33,fxe6
6k1/6pp/4p3/8/4Q3/6P1/5PKP/q7 b - - 1 34,Qf6
6k1/6pp/4pq2/8/4QP2/6P1/6KP/8 b - - 0 35,Kf7
8/5kpp/4pq2/8/4QP2/5KP1/7P/8 b - - 2 36,Qe7
8/4qkpp/4p3/8/4QP2/5KPP/8/8 b - - 0 37,h6
8/4qkp1/4p2p/8/4QPP1/5K1P/8/8 b - - 0 38,g5
8/4qk2/4p2p/5Pp1/4Q1P1/5K1P/8/8 b - - 0 39,exf5
8/4qk2/7p/5Qp1/6P1/5K1P/8/8 b - - 0 40,Qf6
8/5k2/5q1p/5Qp1/4K1P1/7P/8/8 b - - 2 41,Qxf5+
8/5k2/7p/5Kp1/6P1/7P/8/8 b - - 0 42,Kg7
8/6k1/4K2p/6p1/6P1/7P/8/8 b - - 2 43,Kg6
8/4K3/6kp/6p1/6P1/7P/8/8 b - - 4 44,h5
8/8/4K1k1/6pp/6P1/7P/8/8 b - - 1 45,hxg4
8/8/4K1k1/6p1/6P1/8/8/8 b - - 0 46,Kh6
8/8/5K1k/6p1/6P1/8/8/8 b - - 2 47,Kh7
8/7k/8/6K1/6P1/8/8/8 b - - 0 48,Kg7
8/6k1/8/5K2/6P1/8/8/8 b - - 2 49,Kg8
6k1/8/8/5KP1/8/8/8/8 b - - 0 50,Kg7
8/6k1/6P1/5K2/8/8/8/8 b - - 0 51,Kg8
6k1/8/5KP1/8/8/8/8/8 b - - 2 52,Kh8
7k/8/6P1/6K1/8/8/8/8 b - - 4 53,Kg8
6k1/8/6PK/8/8/8/8/8 b - - 6 54,Kf8
5k2/7K/6P1/8/8/8/8/8 b - - 8 55,Ke7
8/4k1PK/8/8/8/8/8/8 b - - 0 56,Kf6
6Q1/7K/5k2/8/8/8/8/8 b - - 0 57,Ke5
6Q1/8/6K1/4k3/8/8/8/8 b - - 2 58,Ke4
8/5Q2/6K1/8/4k3/8/8/8 b - - 4 59,Kd4
8/5Q2/8/5K2/3k4/8/8/8 b - - 6 60,Kd3
8/8/4Q3/5K2/8/3k4/8/8 b - - 8 61,Kd2
8/8/8/5K2/4Q3/8/3k4/8 b - - 10 62,Kd1
8/8/8/8/4QK2/8/8/3k4 b - - 12 63,Kc1
8/8/8/8/4Q3/4K3/8/2k5 b - - 14 64,Kb2
8/8/8/8/8/3QK3/1k6/8 b - - 16 65,Ka1
8/8/8/8/3K4/3Q4/8/k7 b - - 18 66,Ka2
8/8/8/8/8/2KQ4/k7/8 b - - 20 67,Ka3
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nc6
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,g6
r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,Bg7
r1bqk1nr/pp1pppbp/2n3p1/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 5,Nf6
r1bqk2r/pp1pppbp/2n2np1/1Bp5/4P3/2N2N2/PPPP1PPP/R1BQR1K1 b kq - 5 6,O-O
r1bq1rk1/pp1pppbp/2B2np1/2p5/4P3/2N2N2/PPPP1PPP/R1BQR1K1 b - - 0 7,bxc6
r1bq1rk1/p2pppbp/2p2np1/2p1P3/8/2N2N2/PPPP1PPP/R1BQR1K1 b - - 0 8,Ne8
r1bqnrk1/p2pppbp/2p3p1/2p1P3/8/1PN2N2/P1PP1PPP/R1BQR1K1 b - - 0 9,d6
r1bqnrk1/p3ppbp/2pP2p1/2p5/8/1PN2N2/P1PP1PPP/R1BQR1K1 b - - 0 10,Nxd6
r1bq1rk1/p3ppbp/2pn2p1/2p5/8/1PN2N2/PBPP1PPP/R2QR1K1 b - - 1 11,Bg4
r2q1rk1/p3ppbp/2pn2p1/2p5/6b1/1PN2N1P/PBPP1PP1/R2QR1K1 b - - 0 12,Bxf3
r2q1rk1/p3ppbp/2pn2p1/2p5/8/1PN2Q1P/PBPP1PP1/R3R1K1 b - - 0 13,Qb6
r4rk1/p3ppbp/1qpn2p1/2p5/N7/1P3Q1P/PBPP1PP1/R3R1K1 b - - 2 14,Qc7
r4rk1/p1q1ppBp/2pn2p1/2p5/N7/1P3Q1P/P1PP1PP1/R3R1K1 b - - 0 15,Kxg7
r4r2/p1q1ppkp/2pn2p1/2N5/8/1P3Q1P/P1PP1PP1/R3R1K1 b - - 0 16,Rae8
4rr2/p1q1ppkp/2pn2p1/2N5/8/1PQ4P/P1PP1PP1/R3R1K1 b - - 2 17,Kg8
4rrk1/p1q1pp1p/2pn2p1/8/4N3/1PQ4P/P1PP1PP1/R3R1K1 b - - 4 18,Nxe4
4rrk1/p1q1pp1p/2p3p1/8/4R3/1PQ4P/P1PP1PP1/R5K1 b - - 0 19,Qd6
4rrk1/p3pp1p/2pq2p1/8/4R3/1PQ4P/P1PP1PP1/4R1K1 b - - 2 20,Rd8
3r1rk1/p3pp1p/2pq2p1/8/4R3/1PQP3P/P1P2PP1/4R1K1 b - - 0 21,e6
3r1rk1/p4p1p/2pqp1p1/8/P3R3/1PQP3P/2P2PP1/4R1K1 b - - 0 22,Rb8
1r3rk1/p4p1p/2pqp1p1/8/P1R5/1PQP3P/2P2PP1/4R1K1 b - - 2 23,Rfc8
1rr3k1/p4p1p/2pqp1p1/4Q3/P1R5/1P1P3P/2P2PP1/4R1K1 b - - 4 24,Qd5
1rr3k1/p4p1p/2p1p1p1/2RqQ3/P7/1P1P3P/2P2PP1/4R1K1 b - - 6 25,Qxe5
1rr3k1/p4p1p/2p1p1p1/2R1R3/P7/1P1P3P/2P2PP1/6K1 b - - 0 26,Rb6
2r3k1/p4p1p/1rp1p1p1/R3R3/P7/1P1P3P/2P2PP1/6K1 b - - 2 27,a6
2r3k1/5p1p/prp1p1p1/R7/P3R3/1P1P3P/2P2PP1/6K1 b - - 1 28,Kg7
2r5/5pkp/prp1p1p1/R7/P1R5/1P1P3P/2P2PP1/6K1 b - - 3 29,Kf6
2r5/5p1p/prp1pkp1/2R5/P1R5/1P1P3P/2P2PP1/6K1 b - - 5 30,Ke7
2r5/4kp1p/prp1p1p1/P1R5/2R5/1P1P3P/2P2PP1/6K1 b - - 0 31,Rb5
2r5/4kp1p/p1p1p1p1/PR6/2R5/1P1P3P/2P2PP1/6K1 b - - 0 32,axb5
2r5/4kp1p/2p1p1p1/Pp6/5R2/1P1P3P/2P2PP1/6K1 b - - 1 33,Ra8
r7/4kp1p/2p1p1p1/Pp6/1P3R2/3P3P/2P2PP1/6K1 b - - 0 34,Kd6
r7/5p1p/2pkp1p1/Pp6/1P3R2/2PP3P/5PP1/6K1 b - - 0 35,f5
r7/7p/2pkp1p1/Pp3p2/1P3RP1/2PP3P/5P2/6K1 b - - 0 36,Rf8
5r2/7p/2pkp1p1/Pp3p2/1P3RP1/2PP3P/5PK1/8 b - - 2 37,Kd5
5r2/7p/2p1p1p1/Pp1k1p2/1P1R2P1/2PP3P/5PK1/8 b - - 4 38,Ke5
5r2/7p/2p1p1p1/Pp2kp2/1P1R1PP1/2PP3P/6K1/8 b - - 0 39,Kf6
5r2/7p/2p1pkp1/Pp3p2/1P1R1PP1/2PP1K1P/8/8 b - - 2 40,fxg4+
5r2/7p/2p1pkp1/Pp6/1P1R1PP1/2PP1K2/8/8 b - - 0 41,Ke7
5r2/4k2p/2p1p1p1/Pp4P1/1P1R1P2/2PP1K2/8/8 b - - 0 42,h6
5r2/4k3/2p1p1pP/Pp6/1P1R1P2/2PP1K2/8/8 b - - 0 43,Rh8
7r/4k3/P1p1p1pP/1p6/1P1R1P2/2PP1K2/8/8 b - - 0 44,Rxh6
8/4k3/P1p1p1pr/1p6/1P1R1PK1/2PP4/8/8 b - - 1 45,Rh8
7r/4k3/P1p1p1p1/1p6/1PPR1PK1/3P4/8/8 b - - 0 46,Ra8
r7/4k3/P1p1p1p1/1P6/1P1R1PK1/3P4/8/8 b - - 0 47,cxb5
r7/4k3/P3p1p1/1p6/1P2RPK1/3P4/8/8 b - - 1 48,Rxa6
8/4k3/r3p1p1/1p2R3/1P3PK1/3P4/8/8 b - - 1 49,Ra3
8/4k3/4p1p1/1R6/1P3PK1/r2P4/8/8 b - - 0 50,Rxd3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,exd5
rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,d4
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,c4
rnbqk2r/ppp1bppp/5n2/3p4/2PP4/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,Nc3
rnbqk2r/pp2bppp/2p2n2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 7,Bd3
rnbq1rk1/pp2bppp/2p2n2/3p4/2PP4/2NB1N2/PP3PPP/R1BQK2R w KQ - 2 8,O-O
rn1q1rk1/pp2bppp/2p2n2/3p4/2PP2b1/2NB1N2/PP3PPP/R1BQ1RK1 w - - 4 9,h3
rn1q1rk1/pp2bppp/2p2n2/3p3b/2PP4/2NB1N1P/PP3PP1/R1BQ1RK1 w - - 1 10,g4
rn1q1rk1/pp2bppp/2p2nb1/3p4/2PP2P1/2NB1N1P/PP3P2/R1BQ1RK1 w - - 1 11,Bxg6
rn1q1rk1/pp2bpp1/2p2np1/3p4/2PP2P1/2N2N1P/PP3P2/R1BQ1RK1 w - - 0 12,Qc2
r2q1rk1/pp1nbpp1/2p2np1/3p4/2PP2P1/2N2N1P/PPQ2P2/R1B2RK1 w - - 2 13,cxd5
r2q1rk1/pp1nbpp1/2p3p1/3n4/3P2P1/2N2N1P/PPQ2P2/R1B2RK1 w - - 0 14,Nxd5
r2q1rk1/pp1nbpp1/6p1/3p4/3P2P1/5N1P/PPQ2P2/R1B2RK1 w - - 0 15,Ne5
2rq1rk1/pp1nbpp1/6p1/3pN3/3P2P1/7P/PPQ2P2/R1B2RK1 w - - 2 16,Qd3
2rq1rk1/pp2bpp1/5np1/3pN3/3P2P1/3Q3P/PP3P2/R1B2RK1 w - - 4 17,Bg5
2rq1rk1/pp2bpp1/6p1/3pN1B1/3Pn1P1/3Q3P/PP3P2/R4RK1 w - - 6 18,Bxe7
2r2rk1/pp2qpp1/6p1/3pN3/3Pn1P1/3Q3P/PP3P2/R4RK1 w - - 0 19,f3
2r2rk1/pp2qpp1/5np1/3pN3/3P2P1/3Q1P1P/PP6/R4RK1 w - - 1 20,Rae1
5rk1/ppr1qpp1/5np1/3pN3/3P2P1/3Q1P1P/PP6/4RRK1 w - - 3 21,Nxg6
5rk1/ppr2pp1/3q1nN1/3p4/3P2P1/3Q1P1P/PP6/4RRK1 w - - 1 22,Nxf8
5Nk1/ppr2pp1/5n2/3p4/3P2P1/3Q1PqP/PP6/4RRK1 w - - 1 23,Kh1
5Nk1/ppr2pp1/5n2/3p4/3P2P1/3Q1P1q/PP6/4RR1K w - - 0 24,Kg1
5Nk1/ppr2pp1/5n2/3p4/3P2P1/3Q1Pq1/PP6/4RRK1 w - - 2 25,Kh1
5Nk1/ppr2pp1/5n2/3p4/3P2P1/3Q1P1q/PP6/4RR1K w - - 4 26,Kg1
5Nk1/ppr2pp1/5n2/3p4/3P2P1/3Q1Pq1/PP6/4RRK1 w - - 6 27,Kh1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nc6
r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g6
r1bqkbnr/pp1ppp1p/2n3p1/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 4,Bg7
r1bqk1nr/pp1pppbp/2B3p1/2p5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 0 5,bxc6
r1bqk1nr/p2pppbp/2p3p1/2p5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 6,c4
r1bqk1nr/p2pppbp/2p3p1/8/2pPP3/2P2N2/PP3PPP/RNBQ1RK1 b kq d3 0 7,cxd3
r1bqk1nr/p2pppbp/2p3p1/8/4P3/2PQ1N2/PP3PPP/RNB2RK1 b kq - 0 8,Nf6
r1bqk2r/p2pppbp/2p2np1/6B1/4P3/2PQ1N2/PP3PPP/RN3RK1 b kq - 2 9,O-O
r1bq1rk1/p2pppbp/2p2np1/6B1/4P3/2PQ1N2/PP1N1PPP/R4RK1 b - - 4 10,Bb7
r2q1rk1/pb1pppbp/2p2np1/6B1/2N1P3/2PQ1N2/PP3PPP/R4RK1 b - - 6 11,d5
r2q1rk1/pb2ppbp/2p2np1/3P2B1/2N5/2PQ1N2/PP3PPP/R4RK1 b - - 0 12,cxd5
r2q1rk1/pb2ppbp/5np1/3pN1B1/8/2PQ1N2/PP3PPP/R4RK1 b - - 1 13,Ne4
r2q1rk1/pb2ppbp/6p1/3pN1B1/4n3/2PQ1N2/PP3PPP/R3R1K1 b - - 3 14,Nxg5
r2q1rk1/pb2ppbp/6p1/3pN1N1/8/2PQ4/PP3PPP/R3R1K1 b - - 0 15,Bxe5
r2q1rk1/pb2pp1p/6p1/3pR1N1/8/2PQ4/PP3PPP/R5K1 b - - 0 16,f6
r2q1rk1/pb2p2p/5pp1/3pR1N1/8/2P4Q/PP3PPP/R5K1 b - - 1 17,fxg5
r2q1rk1/pb2p2p/6p1/3p2R1/8/2P4Q/PP3PPP/R5K1 b - - 0 18,Rf7
r2q2k1/pb2pr1p/6pQ/3p2R1/8/2P5/PP3PPP/R5K1 b - - 2 19,Qf8
r4qk1/pb2pr1p/6p1/3p2R1/7Q/2P5/PP3PPP/R5K1 b - - 4 20,Rd8
3r1qk1/pb2pr1p/6p1/3p2R1/1Q6/2P5/PP3PPP/R5K1 b - - 6 21,Bc8
2br1qk1/p3pr1p/6p1/3p2R1/1Q6/2P5/PP3PPP/3R2K1 b - - 8 22,Be6
3r1qk1/p3pr1p/4b1p1/3p2R1/1Q6/2PR4/PP3PPP/6K1 b - - 10 23,Rxf2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,exd5
rnbqkbnr/ppp2ppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,d4
rnbqkb1r/ppp1nppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,c4
rnbqkb1r/ppp2ppp/6n1/3p4/2PP4/5N2/PP3PPP/RNBQKB1R w KQkq - 1 6,Nc3
rnbqkb1r/pp3ppp/2p3n1/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 7,cxd5
rnbqkb1r/pp3ppp/6n1/3p4/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 8,Bd3
rnbqk2r/pp2bppp/6n1/3p4/3P4/2NB1N2/PP3PPP/R1BQK2R w KQkq - 2 9,Bxg6
rnbqk2r/pp2b1pp/6p1/3p4/3P4/2N2N2/PP3PPP/R1BQK2R w KQkq - 0 10,Be3
rnbq1rk1/pp2b1pp/6p1/3p4/3P4/2N1BN2/PP3PPP/R2QK2R w KQ - 2 11,Qc2
rn1q1rk1/pp2b1pp/6p1/3p1b2/3P4/2N1BN2/PPQ2PPP/R3K2R w KQ - 4 12,O-O-O
rn1q1rk1/pp2b1pp/6p1/3p4/3P4/2N1BN2/PPb2PPP/2KR3R w - - 0 13,Kxc2
rn3rk1/pp2b1pp/6p1/q2p4/3P4/2N1BN2/PPK2PPP/3R3R w - - 1 14,Kb1
rn3rk1/pp4pp/6p1/q2p4/1b1P4/2N1BN2/PP3PPP/1K1R3R w - - 3 15,Ne5
rn3rk1/pp4pp/6p1/q2pN3/3P4/2b1B3/PP3PPP/1K1R3R w - - 0 16,bxc3
rn3rk1/pp4pp/6p1/3pN3/3P4/2q1B3/P4PPP/1K1R3R w - - 0 17,Nd7
r4rk1/pp1n2pp/6p1/3p4/3P4/2q1B3/P4PPP/1K1R3R w - - 0 18,Rc1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,exd5
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,Nc3
rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,Nf3
rnbqkbnr/p1p1pppp/1p6/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,Bc4
rn1qkbnr/pbp1pppp/1p6/8/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 6,d3
rn1qkbnr/pbp2ppp/1p2p3/8/2B5/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,O-O
r2qkbnr/pbpn1ppp/1p2p3/8/2B5/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 2 8,Be3
r2qkbnr/pb1n1ppp/1p2p3/2p5/2B5/2NPBN2/PPP2PPP/R2Q1RK1 w kq - 0 9,a3
r2qk1nr/pb1n1ppp/1p1bp3/2p5/2B5/P1NPBN2/1PP2PPP/R2Q1RK1 w kq - 1 10,b4
r2qk1nr/pb1n1ppp/1p1bp3/8/1pB5/P1NPBN2/2P2PPP/R2Q1RK1 w kq - 0 11,axb4
r2qk1nr/pb1n1ppp/1p2p3/8/1bB5/2NPBN2/2P2PPP/R2Q1RK1 w kq - 0 12,Qe1
r2qk1nr/pb1n1ppp/1p1bp3/8/2B5/2NPBN2/2P2PPP/R3QRK1 w kq - 2 13,Rb1
r2qk1nr/pbbn1ppp/1p2p3/8/2B5/2NPBN2/2P2PPP/1R2QRK1 w kq - 4 14,Bd4
r2qk2r/pbbn1ppp/1p2pn2/8/2BB4/2NP1N2/2P2PPP/1R2QRK1 w kq - 6 15,Bxf6
r2qk2r/pbb2ppp/1p2pn2/8/2B5/2NP1N2/2P2PPP/1R2QRK1 w kq - 0 16,Ne5
r2q1rk1/pbb2ppp/1p2pn2/4N3/2B5/2NP4/2P2PPP/1R2QRK1 w - - 2 17,Nf3
r2q1rk1/pbb2pp1/1p2pn1p/8/2B5/2NP1N2/2P2PPP/1R2QRK1 w - - 0 18,Ne4
r2q1rk1/pbbn1pp1/1p2p2p/8/2B1N3/3P1N2/2P2PPP/1R2QRK1 w - - 2 19,Qd2
r2q1rk1/pbb2pp1/1p2p2p/4n3/2B1N3/3P1N2/2PQ1PPP/1R3RK1 w - - 4 20,Nxe5
r2q1rk1/pb3pp1/1p2p2p/4b3/2B1N3/3P4/2PQ1PPP/1R3RK1 w - - 0 21,Qe3
r2q1rk1/pb3pp1/1p2p2p/8/2BbN3/3PQ3/2P2PPP/1R3RK1 w - - 2 22,Qg3
r2q1rk1/pb3pp1/1p2pb1p/8/2B1N3/3P2Q1/2P2PPP/1R3RK1 w - - 4 23,Rbe1
r2q1rk1/pb3pp1/1p2p2p/6b1/2B1N3/3P2Q1/2P2PPP/4RRK1 w - - 6 24,Nxg5
r4rk1/pb3pp1/1p2p2p/6q1/2B5/3P2Q1/2P2PPP/4RRK1 w - - 0 25,Re3
r4rk1/1b3pp1/pp2p2p/6q1/2B5/3PR1Q1/2P2PPP/5RK1 w - - 0 26,Qh3
r4rk1/1b3pp1/pp2pq1p/8/2B5/3PR2Q/2P2PPP/5RK1 w - - 2 27,Rg3
